,City,State,Shape,Duration,Summary,Posted,Date,Time,region_cat,time_cat
16302,Aledo,TX,Fireball,10,"fiery, comet-like meteoroid",4/27/2007,2007-03-17,21:55:00,south,evening
16303,Issaquah/North Bend,WA,Fireball,30,Bright green 'fireball' with distinct tail traveling southbound from I-90 and Highway 18,4/27/2007,2007-03-16,21:35:00,west,evening
16304,Pratt,KS,Fireball,60,"""Green Fireball"" falling through the sky in a western trajectory.",4/17/2015,2007-03-15,23:00:00,midwest,evening
16306,Waynesburg,OH,Fireball,5,"Green fireball in W sky, leaving trail and then exploding. ((NUFORC Note: We suspect that the object may have been a meteor. PD))",4/27/2007,2007-03-11,20:00:00,midwest,evening
16308,Kamas,UT,Fireball,10800,((HOAX??)) red light that was on the grond that went fast in kamas ut,8/14/2007,2007-03-11,13:30:00,west,afternoon
16309,San Diego,CA,Fireball,60,White fire ball changed speeds went from east to west and dropped (into the sea?) off of Del Mar San Diego,3/8/2007,2007-03-02,20:30:00,west,evening
16310,Halletsville,TX,Fireball,5,Greenish fireball fall from sky straight down. ((NUFORC Note: Possible meteor?? PD)),3/8/2007,2007-03-01,21:30:00,south,evening
16311,Atlanta,GA,Fireball,2400,"Fixed bright white dot seen near Atlanta Airport, Feb 28 from aircraft.",3/8/2007,2007-02-28,18:00:00,south,evening
16312,Fort Lauderdale,FL,Fireball,5,Burning fireball shoots through northern sky over Florida,3/8/2007,2007-02-25,23:00:00,south,evening
16313,Horseshoe,NC,Fireball,8,A fireball burning a bright greenish-yellow streaked across the road I was driving on.,3/8/2007,2007-02-25,22:20:00,south,evening
16314,Oak Island,NC,Fireball,1200,"Huge light source, movement, flashing lights seen over Oak Island, North Carolina",3/8/2007,2007-02-24,19:00:00,south,evening
16315,Columbus (north of),GA,Fireball,7,Green fireball in the night sky - traveling East to West - Harris County north of Columbus GA HWY 85,2/24/2007,2007-02-22,20:15:00,south,evening
16316,Spruce Pine,NC,Fireball,300,large neon green ball with greenand white tail shooting across sky. ((NUFORC Note: Possible meteor. PD)),2/24/2007,2007-02-21,21:17:00,south,evening
16317,Rome,GA,Fireball,5,"Blue-green ball of light emitting sparks streaking across sky in Rome, GA. ((NUFORC Note: Possible meteor? PD))",2/24/2007,2007-02-21,21:00:00,south,evening
16318,Hays,MT,Fireball,600,"Moving, red, yellow, orange, blue, green dancing and blinking in the western sky near Hays. ((NUFORC Note: Venus?? PD))",2/24/2007,2007-02-18,20:00:00,west,evening
16319,Exton,PA,Fireball,2700,two glowing fireballs changing colors outside Philadelphia. ((NUFORC Note: Possible sighting of Sirius?? PD)),2/24/2007,2007-02-14,23:00:00,northeast,evening
16321,Cole Camp,MO,Fireball,15,"As several others here have reported on the evening of Feb 4, 2007 at approximately 10 P.M. an object was observed by myself and my wif",1/10/2009,2007-02-04,22:00:00,midwest,evening
16322,Truxton,MO,Fireball,15,"Large bright greenish blue light with very long tail. smaller than aircraft , size of very small car.",2/24/2007,2007-02-04,19:55:00,midwest,evening
16323,Burbank,CA,Fireball,120,"Bright orange light over Burbank, CA Feb 4, 2007",2/24/2007,2007-02-04,19:30:00,west,evening
16324,Jamaica,VT,Fireball,30,"Orange Orb Jamaica,Vermont.",4/27/2007,2007-02-02,2:30:00,northeast,night
16325,Grand Rapids,MN,Fireball,3,Saw bright blue ball travel across sky.,2/24/2007,2007-02-01,21:00:00,midwest,evening
16326,Los Angeles,CA,Fireball,45,Large fireball headed to land just off the coast of L.A. on the S edge of malibu. ((NUFORC Note: Other repts. Possible meteor?? PD)),3/8/2007,2007-02-01,20:25:00,west,evening
16327,"Washington, D.C.",DC,Fireball,4,Fireball Over Capitol Hill- Very Long Deep Blue Tail- During Anti- War Rally,2/24/2007,2007-01-27,12:30:00,south,afternoon
16328,Spotsylvania,VA,Fireball,5,"Bright, Green ball of light flying at high speed at mid day.",2/1/2007,2007-01-27,12:17:00,south,afternoon
16329,Frankfort,IN,Fireball,900,"Stationary orange lights in sky NE of Frankfort, Indiana on 2/25/07",2/1/2007,2007-01-25,19:10:00,midwest,evening
16330,Franklin,NC,Fireball,3,Green ball of light over Western NC,2/1/2007,2007-01-24,20:00:00,south,evening
16331,Chesapeake,VA,Fireball,30,"WE WERE WAS STOPPED AT THE RED LIGHT, AT THE INTERESECTION OF DOMINION BLVD. AND MOSES GRANDY TRAIL..(FACING WEST) AND WE SAW A FIREBAL",2/1/2007,2007-01-24,19:55:00,south,evening
16332,Mauldin,SC,Fireball,5,"A desending greenish fireball , falling from the sky really fast.",2/1/2007,2007-01-24,8:00:00,south,morning
16333,Carroll Valley,PA,Fireball,900,orange round object in field,6/12/2007,2007-01-23,21:00:00,northeast,evening
16334,Sebring,FL,Fireball,4,"Four gold fireballs moving across the sky in a line over Highlands County, FL",2/1/2007,2007-01-22,20:30:00,south,evening
16335,Orange City,FL,Fireball,25,"Like a falling star but much too close. Yellow, orange, and red. Falling fast flared up then faded to yellow",2/1/2007,2007-01-15,7:45:00,south,morning
16336,Oakland,CA,Fireball,3,I saw a fireball drop rapidly in the sky in front of me then obviously shoot away and disappear.,2/1/2007,2007-01-14,23:00:00,west,evening
16337,Boston,MA,Fireball,2,green light streaks over the middle of the Charles River in the area of the Hatch Shell,2/1/2007,2007-01-12,17:09:00,northeast,afternoon
16338,Wellesley,MA,Fireball,3,Green fireball seen close to horizon,2/24/2007,2007-01-12,17:09:00,northeast,afternoon
16339,Toms River,NJ,Fireball,10,yellow fireball shot off,2/1/2007,2007-01-10,23:30:00,northeast,evening
16340,Desoto,MO,Fireball,30,bright light over missouri moving at improbable speeds.,2/1/2007,2007-01-10,17:35:00,midwest,afternoon
16341,Hampden,ME,Fireball,120,"I was driving home when I saw a bright, yellowish, orange orb in the night sky. The object moved at a slow rate and hovered",2/1/2007,2007-01-08,23:45:00,northeast,evening
16342,Downey,CA,Fireball,300,"Bright Fire Object moving over city in Downey, California",2/1/2007,2007-01-07,2:30:00,west,night
16343,Blackshear,GA,Fireball,10,Big glow of neon green falling from the sky,2/1/2007,2007-01-05,18:00:00,south,evening
16344,Antioch,CA,Fireball,120,Bright red flash of light hovering over Fairfield/Antioch area,2/1/2007,2007-01-04,22:46:00,west,evening
16345,Manhattan,MT,Fireball,15,"Orange flame colored comet-like object travelling North to South over Manhattan, Montana. Silent.",2/1/2007,2007-01-04,6:14:00,west,morning
16346,Grand Pass,MO,Fireball,4,muti-color fireball with exploding head,2/1/2007,2007-01-03,22:38:00,midwest,evening
16347,Worcester,MA,Fireball,10,a green fireball that moved quickly down and up and then across the sky before it disappeared.,2/1/2007,2007-01-02,22:15:00,northeast,evening
16348,Seattle,WA,Fireball,30,"((HOAX)) it was really fast, faster then any airplane. It was red, made a microwave sound. Thats it, because I was drunk.",6/12/2007,2007-01-02,0:00:00,west,night
16349,Cape Coral,FL,Fireball,600,18 lights east to west in sky faster then airliners after fireworks ended on NEWYEARS EVE ---- SCARY,2/1/2007,2007-01-01,0:20:00,south,night
16350,Montclair,CA,Fireball,420,"walk outside, just before new years count down, great view of the sky.

waiting, listening and watching for any fire works, common du",2/1/2007,2007-01-01,0:06:00,west,night
16352,East Mesa,AZ,Fireball,900,White fireball in NE Mesa New Year's Eve,2/1/2007,2006-12-31,16:30:00,west,afternoon
16353,St. George,UT,Fireball,7,"the object moved at speed from one place to enother,then stop exploited with green light",2/1/2007,2006-12-27,20:30:00,west,evening
16354,St. George,UT,Fireball,5,A UFO was sighted by two people in St. George on 12/26/06,2/1/2007,2006-12-26,19:00:00,west,evening
16355,Indianapolis,IN,Fireball,60,Large Red Orb on Highway,2/1/2007,2006-12-24,22:00:00,midwest,evening
16357,Ridgecrest,CA,Fireball,300,"Ball of fire was dancing around in the sky above Ridgecrest, Ca at exactly 8:40 p.m.",2/1/2007,2006-12-19,20:40:00,west,evening
16358,Rockaway,NJ,Fireball,60,As I was driving on interstate 80 I noticed a glowing bright above the distant mountain and as took a snapshot from my cameraphone it d,2/1/2007,2006-12-18,16:00:00,northeast,afternoon
16359,Duluth,GA,Fireball,3,comet like ball of fire seen falling from sky in Duluth GA,2/1/2007,2006-12-18,7:09:00,south,morning
16360,Manitou Beach,MI,Fireball,2,"Rescue attempt of three hikers on Mount Hood, Oregon. As a recovery of a hiker's body was being broadcast on CNN at 6:51pm ET a firebal",2/1/2007,2006-12-17,18:51:00,midwest,evening
16362,Millersburg,OH,Fireball,900,"fireball left a glowing contrail as it went out and re- ignited ((NUFORC Note: Missile launch from Wallops Island, VA. PD))",2/1/2007,2006-12-16,7:05:00,midwest,morning
16363,Bellaire,OH,Fireball,120,"bright slow moving light in haze with vapor trail seen ((NUFORC Note: Missile launch from Wallops Island, VA. PD))",2/1/2007,2006-12-16,7:00:00,midwest,morning
16364,Canton,IL,Fireball,1200,"Loud stationary craft that would grow with what looked like fire and then it would drop a luminous ""pod""",2/1/2007,2006-12-13,19:30:00,midwest,evening
16365,Waycross,GA,Fireball,8,Comet like light seen over Waycross GA,12/14/2006,2006-12-09,21:30:00,south,evening
16366,Wewahitchka,FL,Fireball,480,"Bright red ""fireball"" lasting about a minute then faded out, seconds later a white ""shooting star""??? came into the area and then disap",12/14/2006,2006-12-09,20:01:00,south,evening
16367,Ottawa,IL,Fireball,5,"Driving west along Interstate 80, outside (west) of LaSalle/Peru, IL. Saw round green light object with a trail of light behind to the",12/14/2006,2006-12-08,19:30:00,midwest,evening
16368,St. Ann,MO,Fireball,2,While traveling W on St. Charles Rock Rd I saw what looked like a ball of fire fly across the sky.((NUFORC Note: Possible meteor??PD)),12/14/2006,2006-12-08,19:30:00,midwest,evening
16369,Columbia,MO,Fireball,2,bright meteor,2/1/2007,2006-12-08,19:30:00,midwest,evening
16370,Coppell,TX,Fireball,60,It looked on fire and left a wide long plume of smoke that ended in my sight. ((NUFORC Note: Student report. PD)),12/7/2006,2006-12-01,17:16:00,south,afternoon
16371,Ajo (and southern Arizona),AZ,Fireball,7200,"Flying lights over Ajo and Southern, Arizona.",12/14/2006,2006-11-30,12:17:00,west,afternoon
16372,Dalton,GA,Fireball,10,Seen a fireball with a tail that changed colors.,12/7/2006,2006-11-28,19:00:00,south,evening
16373,Nahunta,GA,Fireball,30,"Fireball thought to be a plane, but now heard thath its not. ????",12/7/2006,2006-11-28,19:00:00,south,evening
16374,Boone,NC,Fireball,20,Glowing Green light in Boone NC,12/7/2006,2006-11-28,18:40:00,south,evening
16375,Rome,GA,Fireball,5,"Glowing green object in the southen skies, November 28 ,2006",12/7/2006,2006-11-28,18:35:00,south,evening
16376,Knoxville,TN,Fireball,5,"Large blue fireball reported in Knoxville, TN over Tuesday night, Nov. 28th sky.",12/7/2006,2006-11-28,18:30:00,south,evening
16377,Oliver Springs,TN,Fireball,5,"Streak of light across the sky on Tuesday, November 28 at 18:25 (EST)",12/7/2006,2006-11-28,18:25:00,south,evening
16378,Bremen,AL,Fireball,15,Glowing green ball of light falling from the sky over Northern Alabama,12/7/2006,2006-11-28,17:30:00,south,afternoon
16379,Birmingham,AL,Fireball,30,"A large green glowing round object was seen flying above the Birmingham, Alabama area at 5:30 pm on November 28, 2006.",12/7/2006,2006-11-28,17:30:00,south,afternoon
16380,Pinson,AL,Fireball,120,white then turned green fire ball falling from sky,12/7/2006,2006-11-28,17:25:00,south,afternoon
16381,Huntsville,AL,Fireball,2,"Blue-green, round, hazy light moving rapidly from north to south",12/7/2006,2006-11-27,22:06:00,south,evening
16382,Crossville,TN,Fireball,120,Object orange with multiple lights appearing to not be moving and/or moving toward or away from us,12/7/2006,2006-11-25,18:15:00,south,evening
16383,Jordan,MN,Fireball,4,"I was out side at about 7:30 at night with my telescope, when I happened to look up at the sky and saw what I at first thought was a sh",12/7/2006,2006-11-24,19:30:00,midwest,evening
16384,Townsend,MA,Fireball,600,Large fireball heading towards sun 5 fighters in percuit,12/7/2006,2006-11-24,13:30:00,northeast,afternoon
16385,Mills River,NC,Fireball,45,"Large, glowing, yellow sphere in Blue Ridge Mountains.",4/27/2007,2006-11-24,10:00:00,south,morning
16386,Jordan,MN,Fireball,4,"I was out side at about 7:30 at night with my telescope, when I happened to look up at the sky and saw what I at first thought was a sh",12/7/2006,2006-11-24,7:30:00,midwest,morning
16387,Lawrenceville,GA,Fireball,10,I saw a multicolored fireball moving left to right in the sky at cloud level.,12/7/2006,2006-11-21,18:30:00,south,evening
16388,Union City,NJ,Fireball,10,A bright light falls from the sky over New Jersey.,12/7/2006,2006-11-21,1:00:00,northeast,night
16389,Riverside,CA,Fireball,3,"Green fireball, very slowly descending",12/7/2006,2006-11-19,17:36:00,west,afternoon
16390,Long Beach,CA,Fireball,3,Bright Green Shooting Star? (NUFORC Note: Possible meteor? PD)),12/7/2006,2006-11-12,21:00:00,west,evening
16391,Long Beach,CA,Fireball,60,Orange fireball drips small ball,12/7/2006,2006-11-12,1:00:00,west,night
16392,Toms River,NJ,Fireball,3,In the corner of our eye we both seen a bright flourescent green looking ball of light falling from the sky like a shootin,12/7/2006,2006-11-10,12:45:00,northeast,afternoon
16393,New Braunfels,TX,Fireball,10,2 green fireballs following one another traveling northeast to southwest at high rate of speed with no contrail or sound,6/12/2008,2006-11-08,20:00:00,south,evening
16394,Tualatin,OR,Fireball,30,Fireball sighting on Halloween night,12/7/2006,2006-10-31,19:10:00,west,evening
16395,Eureka,MT,Fireball,300,falling fireball super slow 100 feet from ground,12/7/2006,2006-10-31,11:00:00,west,morning
16396,Orlando,FL,Fireball,300,"Fire ball that came towards us, dimmed, then shot in opposite direction before dissapearing.",10/30/2006,2006-10-25,21:00:00,south,evening
16397,St. Augustine,FL,Fireball,120,Sparking fireball in sky heading north to south,10/30/2006,2006-10-25,20:54:00,south,evening
16398,Bradenton,FL,Fireball,180,"object moved slowly parrelel with sky. then faded and reappeard going in another direction,and vanished.",10/30/2006,2006-10-25,0:00:00,south,night
16399,Montgomery,TX,Fireball,3,bright white light,10/30/2006,2006-10-22,22:01:00,south,evening
16400,Choctaw Beach,FL,Fireball,600,A series of 15-18 orange fireballs.,10/30/2006,2006-10-17,22:10:00,south,evening
16401,Moab,UT,Fireball,60,"Object entering the atmosphere, 3 red, green and blue lights spinning and slowing down as if landing.",12/7/2006,2006-10-15,0:15:00,west,night
16402,San Diego,CA,Fireball,30,"I was facing south at approx. 8:15 PM sitting at a stop sign in my car, it was dark.

I saw a streak of light and a contrail moving f",10/30/2006,2006-10-14,20:15:00,west,evening
16403,Fairfield,CT,Fireball,4,October 14.2006 2:24 Large bluegreen fireball fell acrosss the sky in Fairfield Connecticut,10/30/2006,2006-10-14,2:24:00,northeast,night
16404,Waterbury,CT,Fireball,5,2nd Witness: Large bluegreen fireball fell acrosss the sky in Fairfield Connecticut,2/1/2007,2006-10-14,2:00:00,northeast,night
16405,Jaffrey,NH,Fireball,10,"Brilliant white and blue fireball over Jaffrey , NH at 1:25am",10/30/2006,2006-10-14,1:25:00,northeast,night
16406,Monterey Park,CA,Fireball,120,huge ball of fire hanging in the sky,12/7/2006,2006-10-11,19:00:00,west,evening
16407,Unsure,AR,Fireball,120,Extreme sound with trails and orange red blue hues to it. The trails were bright bright white.,12/7/2006,2006-10-10,19:00:00,south,evening
16408,Arbuckle,CA,Fireball,5,"I was traveling North bound on I-5, with a terrific view of the horizon, flat land. I-5 runs North/South through california. When all o",10/30/2006,2006-10-09,22:30:00,west,evening
